"row ID","MZ_RT","cor"," p_value","p_value_corrected","C7","C8","C9","C10","C11","C12","C13","C14","C15"
"2004","205.1850859_19.461725","0.119714764603035","0.759013006601303","1","2.322051e-04","5.572481e-04","1.288473e-04","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"4139","846.6139362_26.69047","0.747288177797748","0.0206497002003465","1","1.486861e-10","1.079308e-10","6.389815e-04","6.124975e-04","1.562759e-04","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"5207","365.3413214_30.350773","-0.0704360974535847","0.857100682732925","1","1.486861e-10","1.079308e-10","8.835574e-11","9.904960e-11","1.534130e-10","6.331659e-04","3.181962e-04","1.223669e-09","1.488487e-09"
"2670","284.2222065_21.83403","0.504097837834762","0.166431773038706","1","1.486861e-10","2.504061e-04","1.565746e-04","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"1912","762.5207193_19.125227","-0.440617169616136","0.235216076735929","1","1.695354e-04","1.079308e-10","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"2926","222.1489246_22.77835","0.596358662835745","0.0900743561722962","1","1.486861e-10","1.079308e-10","2.314920e-03","5.596303e-03","1.948345e-03","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"1228","232.1909123_16.95975","-0.55655537618518","0.119620712227695","1","1.486861e-10","1.058944e-05","8.511490e-05","1.403863e-04","4.658139e-05","1.016065e-04","3.174103e-04","1.213113e-03","9.783606e-04"
"3197","320.2220401_23.738323","0.737068406255677","0.0234652151851484","1","1.486861e-10","1.327549e-03","4.824223e-03","8.212953e-04","1.557690e-05","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"3195","309.2060939_23.733383","0.713286610887327","0.0309683198920635","1","1.486861e-10","1.079308e-10","6.550777e-04","4.141246e-04","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"2115","304.2020407_19.851574","0.421383542660922","0.258656079542244","1","2.228282e-05","4.631173e-04","2.184400e-04","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"2632","357.279135_21.692053","0.744107487395806","0.021500554154928","1","1.486861e-10","2.980895e-05","1.283715e-04","2.928976e-05","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"1706","269.0922046_18.4002","0.140871378750052","0.717722787044482","1","4.267337e-05","3.142670e-04","2.049685e-05","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"4961","456.404523_29.291355","0.124094056245146","0.750419381258276","1","1.486861e-10","1.079308e-10","8.835574e-11","9.904960e-11","1.639458e-04","5.553850e-04","9.778323e-10","1.223669e-09","1.488487e-09"
"3716","672.4097696_25.554916","0.683173268996318","0.0425099549341435","1","1.486861e-10","1.079308e-10","5.654529e-04","1.049926e-03","5.890537e-04","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"4943","357.239832_29.198402","-0.654068708596553","0.0559963355060742","1","1.486861e-10","1.079308e-10","8.835574e-11","9.904960e-11","1.534130e-10","8.703559e-04","2.295265e-03","3.935132e-03","3.720874e-03"
"2791","311.221684_22.267517","0.687243799394058","0.0408102353431718","1","1.486861e-10","1.112477e-04","3.742584e-04","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"2677","311.2217452_21.862892","0.677615634449427","0.0449032277690169","1","1.486861e-10","1.542867e-04","8.722021e-04","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"218","619.4153565_8.249505","0.886596746044427","0.00144492814737779","1","1.486861e-10","3.158147e-05","6.198252e-05","6.081932e-05","5.808556e-05","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"1281","656.4341497_17.085936","-0.440613663007866","0.23522024124423","1","3.085218e-04","1.079308e-10","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"4432","155.1066079_27.632519","-0.316368517776806","0.406863510901598","1","1.486861e-10","1.079308e-10","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","7.181655e-04","2.786575e-04","1.488487e-09"
"5249","407.3518239_30.566532","0.0294853566982413","0.93997642546276","1","1.486861e-10","1.079308e-10","8.835574e-11","9.904960e-11","1.534130e-10","1.215103e-03","9.778323e-10","1.223669e-09","1.488487e-09"
"1686","519.2240252_18.317486","-0.344390800682806","0.364107836214114","1","3.569569e-04","1.747220e-04","8.835574e-11","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
"1582","299.2217908_17.985395","-0.31550605511952","0.408214332917404","1","1.262158e-03","6.586191e-04","4.629640e-05","9.904960e-11","1.534130e-10","3.941499e-10","9.778323e-10","1.223669e-09","1.488487e-09"
